Fitness_Per_Cycle,Error_Fitness,Cell_Number,Error_Cell_Number,Log_Likelihood_Value,Mean_Fitness,Kappa_Value,Inference_Time
0.06406489494643311,0.08883509272751428,160.0746809519348,16.26197253851395,-4.646514438601665,0.0,2.5,6.10486
-0.34961520389085105,0.16433618102066364,115.88207418166937,14.565511013729521,-4.643101740212468,0.35040495990820963,2.5,6.48705
1.081885451696176,0.023504054149813523,136.6316173193217,10.106871390496888,-13.52899698516513,0.7059986805073051,2.5,
-0.23224296730203217,0.16866078194548456,91.28699174673025,12.97124153936178,-4.429682893777372,1.065015807285555,2.5,
0.08792433146696021,0.10513494921313558,105.17839890967149,13.055683219248463,-5.180659432298892,1.3661872993588746,2.5,
0.6280698208893365,0.050896867329706046,112.87404709783154,11.711125634007606,-5.31901363686389,1.5657252670993331,2.5,
-0.7590784206131049,0.2373190388941446,109.83219658410346,14.353617143252421,-4.460570597389372,,,
-0.509241898593612,0.17193206129419555,139.20177107094625,16.05302658760975,-4.1501087628332005,,,
-0.15900017288183402,0.14017610891344132,101.98051536280957,13.293179686638297,-4.616228367243096,,,
-0.21525303909259244,0.13669769754587138,120.35490422096291,14.530878768312972,-4.947344487483916,,,
-0.9958202382930801,0.271190804663403,124.02997710111545,15.368473653501237,-4.854732118915264,,,
-0.32700189632606647,0.200569704457618,72.23808428769553,11.409463813684374,-4.97512291141111,,,
-0.4645895160072125,0.18793106691729036,106.36480437703926,13.964177240679014,-4.161844204332227,,,
0.18226230729475446,0.07417939563843848,181.35434515042846,17.18375610443028,-4.448217011852927,,,
-1.437997010753041,0.3761120487372423,127.98826832290692,15.790087997643173,-3.8952735712436573,,,
-0.6178637686357771,0.2052394492286202,128.54755537169044,15.678351700509934,-4.567167891755169,,,
0.4333843213381131,0.07409102278005043,92.4824555213021,11.412503587547077,-4.427818199090677,,,
0.7904087378592806,0.0436886801215426,92.90462972985267,9.854419003427106,-8.718774438021235,,,
-1.2605201412389926,0.3762031210470938,106.18662853074312,14.40727260364713,-3.941745482010558,,,
0.2381829318565948,0.09414007700063477,88.955502304928,11.61597478053879,-6.170856867644274,,,
