Fitness,Log_Likelihood_Value,Mean_Fitness,Kappa_Value,Inference_Time
0.0029069348096187673,-23.51870011531775,0.0,2.5,0.22787
-0.0971882160443841,-20.556423126412326,0.07771876389465544,2.5,0.18636
0.22607894525363142,-55.006731876536705,0.1552881459982436,2.5,
-0.06537555855480406,-20.749142647254327,0.2344847952517708,2.5,
0.012491840362835611,-23.752953095391756,0.3016484423075978,2.5,
0.1290189351760059,-30.04965804117597,0.34682324305915996,2.5,
-0.17015587611251112,-17.348346973196623,,,
-0.12014389285213711,-18.55372833239896,,,
-0.0356804153510898,-19.943891537655034,,,
-0.05267882295704705,-20.279025790011687,,,
-0.21574165041709997,-16.038956262774608,,,
-0.07878317560338316,-18.284699145724147,,,
-0.10998983582359308,-17.764826119254504,,,
0.02580643846694042,-24.832758030143502,,,
-0.331963168336904,-15.129403258601403,,,
-0.16569344503408523,-18.576268984470296,,,
0.08739442710454505,-26.489106932135417,,,
0.15991817759066979,-39.065152215722144,,,
-0.3173042312579349,-15.99895956485592,,,
0.04389030084645718,-27.48602479521013,,,
-0.13390369824466686,-17.428014941947268,,,
-0.22875764238557822,-17.55405366716125,,,
-0.14724133221465158,-18.038457841665586,,,
-0.08555505453745733,-18.682997017179847,,,
0.07459347532692047,-28.944234235029533,,,
0.010910153759099827,-22.017213463920193,,,
-0.00287405849024254,-21.846597495503815,,,
-0.07905108163802085,-18.276786326268077,,,
-0.052950487684769114,-18.49142184839631,,,
-0.07359064589755406,-19.461895524939163,,,
0.06006842683854686,-29.657082876345335,,,
-0.13276194253369603,-21.517335306870528,,,
-0.05181313579296506,-22.800840859537033,,,
-0.08448443871809672,-17.86468035102643,,,
-0.009815329252744349,-19.444318954698428,,,
-0.012147580303448114,-20.25014237363439,,,
-0.0034866708165404033,-22.529527361627395,,,
0.08888855591627867,-27.04421066938554,,,
-0.07365231344102784,-19.176319691386635,,,
0.13953478277974235,-33.45824831915946,,,
-0.06879162282243256,-17.23415947922497,,,
-0.11428131521857199,-18.704680109678755,,,
-0.0706693487320582,-19.633188120066308,,,
-0.01306183242593301,-20.79496510546046,,,
-0.024544955789131257,-21.146730016227266,,,
0.0942250036535106,-29.384352923240463,,,
0.10156245500680017,-24.153168569906466,,,
-0.0008518662816619588,-19.711630613720775,,,
-0.05960219783459071,-19.757802242212847,,,
-0.021107814431714677,-19.580310203234962,,,
0.10067427993727585,-28.604878777126956,,,
-0.0569504461327043,-23.03805013683332,,,
-0.19926064744731561,-16.021931557494124,,,
-0.14279437605238562,-16.971419950126865,,,
-0.1665361850619001,-16.392261737151767,,,
0.06890049737337822,-24.64678028005174,,,
-0.052644234471028485,-19.019457046590063,,,
0.21196570797748665,-40.159311652713065,,,
0.03534754405209758,-23.30739263627003,,,
-0.012039958937079688,-21.74314887124251,,,
-0.07292104108217179,-18.229764924365714,,,
0.0738319933486886,-28.7909993241383,,,
-0.11087737404977197,-18.348463786773614,,,
-0.11101872248556612,-17.575849641273443,,,
0.022958980143038498,-23.32284817878089,,,
-0.07871675895355666,-18.306738994434685,,,
0.11215497893421296,-31.39055362200303,,,
-0.07541026552792972,-20.55492323702231,,,
-0.3316410265267813,-14.898362412962715,,,
0.04813270611551907,-26.776755985748537,,,
-0.34783581701252025,-15.099986994289402,,,
0.12773994741251407,-35.70393168115826,,,
0.16002042789058113,-40.93248508047458,,,
-0.0775123953059584,-18.434592918830596,,,
-0.1543616707730319,-17.157219522589934,,,
-0.28633757084381356,-15.177413094103379,,,
0.049468418621175,-26.448032964455976,,,
-0.08566733631543387,-20.175396856507085,,,
-0.16044957690377665,-16.700220314398546,,,
-0.062167380498775786,-18.320320350239072,,,
0.18541116734899146,-43.134768156898126,,,
0.007982792554207184,-22.56957984555307,,,
-0.004020055283529875,-22.066329198716517,,,
0.05209962576741398,-25.27655492760668,,,
0.07529330776977106,-30.227419309771495,,,
0.09388234445123392,-25.21945580694288,,,
-0.1699860695401226,-16.83308186712494,,,
-0.0589976131555695,-16.896430039454366,,,
-0.16792051259257912,-17.324612954689783,,,
-0.11728919248625778,-19.24016833344071,,,
0.08734549505513883,-27.68517494814064,,,
-0.08642936851144846,-17.66709433226667,,,
-0.02496346605974897,-19.621047095904835,,,
-0.1496924943048673,-17.236079819223736,,,
-0.0959048671221941,-16.794633547761514,,,
0.06948514407679847,-25.93151016579009,,,
-0.1695326940221219,-18.209181144260675,,,
-0.16020011616911178,-17.40092697789993,,,
-0.006957381129691299,-22.03796907686938,,,
0.0289826559797964,-24.763200437447765,,,
0.047867199396353116,-27.9062170547243,,,
-0.035994623099917494,-22.662994702301063,,,
-0.2360675488332647,-15.07624650464625,,,
0.03933414753043901,-24.37473931394969,,,
0.011419681663742841,-22.641767652748406,,,
0.08469143329089414,-25.799354187958443,,,
-0.17146244853967024,-16.162087208379265,,,
0.24076517819976898,-57.45423528454816,,,
-0.19976092288963276,-16.582368251745475,,,
0.03422895416739881,-22.68596235606095,,,
-0.042440122868436916,-19.68738398105879,,,
-0.13217918888679941,-17.97858309640626,,,
0.02275747675376998,-23.27065445948784,,,
-0.07385793871657158,-17.470870904374767,,,
-0.4509129826244884,-13.714677941427354,,,
-0.18074910167502084,-14.892498431231036,,,
-0.011722769744310921,-22.52816864451164,,,
0.2118633604901853,-49.92274570418717,,,
-0.19678389441657698,-15.163542367910445,,,
-0.025509314490224613,-21.039768440242966,,,
0.10398213615371385,-33.17600952458697,,,
0.034940888289008674,-22.903462347962176,,,
-0.0644606987613625,-18.18621974966853,,,
-0.20028140030724226,-16.493957423778006,,,
-0.22330812552135842,-15.074574149156625,,,
-0.15198889301771254,-17.03761054598244,,,
-0.09257033434887052,-17.871845407122283,,,
-0.26850632906686656,-15.379313482383534,,,
-0.2655372756726243,-15.343242253458325,,,
-0.02588286220306344,-20.265845250261098,,,
-0.1483935886956461,-15.507067981737329,,,
-0.17252674869580567,-16.272164719125737,,,
-0.10157384338008707,-16.686044644542694,,,
-0.16334912905353588,-15.480559554215162,,,
0.07637772540865333,-25.36556812961082,,,
0.1390585032630455,-30.426915730930872,,,
0.18560091148607527,-40.957420986467376,,,
0.04549980769536106,-21.4294305005715,,,
0.015430201996208216,-24.216361723162397,,,
0.11460910270819888,-34.61713210532265,,,
0.15334468702388812,-39.30295405585612,,,
0.13195440734402306,-30.571215891894724,,,
0.0450700759091899,-24.885554569412882,,,
-0.15061787867163312,-17.906637876245057,,,
-0.26046007946221617,-17.525347661180167,,,
0.026842884132791036,-24.086812904834552,,,
-0.03177050946819395,-21.303473078441037,,,
-0.09052294125859424,-20.20924136208219,,,
-0.26147869904816784,-16.008693747617027,,,
-0.25804483437508174,-16.08126229206573,,,
0.10292859754773122,-29.74787866152427,,,
-0.016795956828701632,-21.904894019823928,,,
-0.15177416697810117,-16.731777471079905,,,
0.0328992418390394,-25.759643641267743,,,
0.004740857221138434,-22.125548318896122,,,
0.043607884028339296,-22.622165261484408,,,
0.19917487958691424,-44.04678640320982,,,
-0.08074522041612979,-18.114704792972034,,,
-0.19247358630014083,-16.446371520427096,,,
-0.05352891907946702,-18.565713082514787,,,
-0.10391656602491754,-16.543383516186214,,,
0.02129336913837371,-23.443786071754044,,,
-0.030330556413922613,-21.525478244697364,,,
-0.008126554892892587,-21.542303013757056,,,
-0.10328407812238148,-17.640950048635368,,,
0.011891307347788009,-21.90539730734008,,,
-0.08475256182369677,-19.302058759968762,,,
-0.010433576507827431,-23.579064473613435,,,
-0.09076208060087478,-19.945233761660102,,,
-0.1844431318559754,-16.406462630733166,,,
0.010426951284622725,-22.83840540932358,,,
-0.3196562346423337,-14.46720482923994,,,
0.12807443176386865,-35.67132754885466,,,
0.03252597840648425,-22.498713391604436,,,
0.000215802558143808,-24.1906608641886,,,
-0.021579315786903776,-20.483326685711816,,,
-0.06628950407651588,-20.797317403963756,,,
-0.2771654694440476,-15.331346246843086,,,
0.11334289292470447,-27.615947910786346,,,
-0.1787181429523291,-16.35951417865553,,,
